,x,y,z
156,-6.210688608747397,-3.4535243188802642,28.00882533656783
157,-5.934972179760684,-3.41844096151856,27.476410969065707
158,-5.683319057936472,-3.4153314152256034,26.94659019660496
159,-5.456520293665385,-3.441046741187869,26.422118639242033
160,-5.254972938417633,-3.4927336904357125,25.905290222609672
161,-5.078749013619441,-3.5678827854716055,25.398024693583473
162,-4.927662390804658,-3.6643517528261405,24.90194784686215
163,-4.801331327006806,-3.7803697860955667,24.418462787469963
164,-4.699235172915682,-3.9145275564082223,23.948811858620605
165,-4.620764411264935,-4.0657571389048295,23.494129731508266
166,-4.565263684028925,-4.233305217300015,23.05548866425769
167,-4.532067837356034,-4.416702145490352,22.633937178930317
168,-4.520531268169465,-4.615728731281468,22.23053345823309
169,-4.530051014480666,-4.830381982995802,21.846374693231667
170,-4.56008411133218,-5.060840528802442,21.48262346943615
171,-4.610159753079206,-5.3074299751603515,21.140532095104966
172,-4.67988677528732,-5.570588104035604,20.821465573206538
173,-4.768956908162148,-5.850829506294203,20.526923707240854
174,-4.877144167975354,-6.1487089993470265,20.258562612972973
175,-5.004300651112521,-6.464782971392409,20.018215678994455
176,-5.150348883140509,-6.799567626424962,19.80791377055167
177,-5.315270757468955,-7.153492971785012,19.629904191976255
178,-5.499092978900561,-7.5268512969231836,19.486667600257107
179,-5.701868810702823,-7.91973884821868,19.380931682118305
180,-5.923655814454409,-8.331989427926958,19.31567995653751
181,-6.164489175801664,-8.763098762848085,19.294153533903632
182,-6.424350134506305,-9.212138738284025,19.319843047700115
183,-6.703128994884077,-9.677661025741621,19.396467280518635
184,-7.000582197969831,-10.157590311788098,19.52793425528122
185,-7.3162830093516575,-10.6491083349953,19.7182798009168
186,-7.649565541916022,-11.148531339452916,19.971577909986397
187,-7.999462121669712,-11.651185435815641,20.291816710825927
188,-8.364634453084305,-12.15128678394384,20.682733764200805
189,-8.743299686170259,-12.641836488687966,21.147604917978295
190,-9.133153366422029,-13.114543561502636,21.688982436873818
191,-9.53129238593009,-13.559793038909755,22.308380948668777
192,-9.934142451228057,-13.966679961796336,23.005914311503094
193,-10.337396202284886,-14.323132748610048,23.779893146308318
194,-10.735969856917402,-14.616150586749836,24.6264016432098
195,-11.123987929900645,-14.832177583560794,25.53888312062599
196,-11.49480689526666,-14.957630152327498,26.507775881546028
197,-11.841089220972744,-14.979582131665103,27.52025256015636
198,-12.15493851204198,-14.88659363273567,28.560124843691547
199,-12.428104024111349,-14.669644866066934,29.607977817123015
200,-12.652258108306908,-14.32310726160958,30.641590465922242
201,-12.819343023637176,-13.845655345080576,31.636677886699477
202,-12.921974255781516,-13.241000578669006,32.567955195610594
203,-12.953876888070265,-12.518320578489881,33.4104750763778
204,-12.910321257112226,-11.692271092251277,34.1411369105326
205,-12.788516240626132,-10.78250787733991,34.7402163531805
206,-12.58791540429751,-9.812709135586685,35.19273335480276
207,-12.310394777426428,-8.809166854271556,35.48947599019878
208,-11.960271985110941,-7.7990911245748045,35.627533180156504
209,-11.544153899057328,-6.808826499227757,35.61025813955146
210,-11.07062115907437,-5.862198322490121,35.44667266562074
211,-10.549778875415946,-4.979183419498003,35.15040982908068
212,-9.992719329824151,-4.175039159649004,34.73835840753028
213,-9.410951312806636,-3.4599435249504054,34.22920212846344
214,-8.815850534021013,-2.839116910214892,33.64203700562144
215,-8.2181771716404,-2.3133321916230027,32.99520832209553
216,-7.627692673638661,-1.8796837997044364,32.30544983824915
217,-7.0528917862452385,-1.5324804798280738,31.58734767937347
218,-6.500850655603522,-1.2641439252072026,30.853102597811116
219,-5.97717998256389,-1.0660265470202857,30.112533303852423
220,-5.48606463900953,-0.9290963637872202,29.373250741127006
221,-5.030367811487299,-0.8444679768354433,28.640934881773006
222,-4.611777828022113,-0.8037819150817853,27.919656463544108
223,-4.23097823672808,-0.7994493613314894,27.212200927328325
224,-3.887825349188421,-0.8247864750320589,26.5203667644245
225,-3.581521461772785,-0.8740641662894594,25.84522324169282
226,-3.310775732224452,-0.9424973166786283,25.187322084286336
227,-3.07394789066987,-1.0261938013709266,24.546864134476163
228,-2.8691724817399753,-1.1220794604574522,23.92382575360156
229,-2.694463179611723,-1.2278111356383137,23.31805146194155
230,-2.5477979752143822,-1.341686403728285,22.72931967525472
231,-2.4271868180657723,-1.4625558262848852,22.157387942942513
232,-2.3307237188876835,-1.5897413777016571,21.602023226686487
233,-2.256625484769081,-1.7229631261091836,21.063021753333913
234,-2.203259248903091,-1.862275113835246,20.540221998241964
235,-2.1691608353963066,-2.008010611468266,20.03351349364111
236,-2.1530458130035024,-2.160736410606652,19.542843446898583
237,-2.1538148727638173,-2.3212155015662868,19.068222599799896
238,-2.170554935644064,-2.4903772965982913,18.609731348506866
239,-2.202537171739487,-2.66929446331753,18.16752685320749
240,-2.2492129008972914,-2.859165394643763,17.741851673233043
241,-2.3102081502719387,-3.061301336256147,17.333044345527814
242,-2.3853174688703596,-3.2771172018090957,16.941552262621645
243,-2.474497442164233,-3.50812511545659,16.56794718470851
244,-2.577860209493469,-3.755929718803276,16.212943726032844
245,-2.69566716042445,-4.022224255172446,15.877421177722871
246,-2.8283228698992495,-4.308786388929415,15.562449058015572
247,-2.976369221802266,-4.617472622787636,15.269316807321687
248,-3.140479561900803,-4.950210032831791,14.999568059762906
249,-3.3214526089939014,-5.308983840545443,14.755039912521474
250,-3.5202057321490554,-5.695819074525745,14.537907563803762
251,-3.7377670663867244,-6.112754233386672,14.350734578323289
252,-3.9752657830867193,-6.561804438787948,14.196528837486023
253,-4.233919648656842,-7.044911060401729,14.078803901761265
254,-4.5150187898313305,-7.563874206729091,14.001645004664379
255,-4.819904331521107,-8.120263822968496,13.96977814621302
256,-5.149940280665846,-8.715304455591511,13.988639676714874
257,-5.506476698158413,-9.349728100193689,14.064442260076982
258,-5.8908018383619405,-10.023589058899024,14.204231065653264
259,-6.304080560415649,-10.736034578310697,14.415921339120647
260,-6.747275962205154,-11.485025494699656,14.708305038888216
261,-7.2210509154546045,-12.267002578833388,15.091009935641534
262,-7.725646081792483,-13.076497298263355,15.574389506042115
263,-8.26073120343957,-13.905691015545974,16.16931635370664
264,-8.825227184650211,-14.743935080940092,16.886846341049562
265,-9.4170979742792,-15.577256787912336,17.737716205471877
266,-10.033113855642513,-16.387893539362505,18.73163597341539
267,-10.668591824014513,-17.153920119311525,19.876341698136702
268,-11.317124653544214,-17.849060863521874,21.176387638866572
269,-11.970318274541981,-18.442806971670777,22.631684435908543
270,-12.61756714425486,-18.90098336095759,24.23583554421939
271,-13.245908765925133,-19.18691950497631,25.974390862866805
272,-13.84000983983025,-19.263360648185454,27.82322229247768
273,-14.382344920665771,-19.095193093819315,29.747320707202466
274,-14.853629737981125,-18.652935471901046,31.70039535569731
275,-15.233560311373116,-17.916763092205308,33.6256894498061
276,-15.501880589456336,-16.880602666016486,35.458365309308206
277,-15.639752797112351,-15.555609755181926,37.12961976912645
278,-15.631338492919308,-13.972203694422431,38.572355487077026
279,-15.46542501306962,-12.17988098461847,39.72780179515032
280,-15.136870610224504,-10.24432778246188,40.55206410763694
281,-14.647616327448242,-8.241894801751828,41.02134637275182
282,-14.007044174878601,-6.252158996385524,41.13468493148428
283,-13.231555657029293,-4.349856285837542,40.9135026724854
284,-12.343385719910119,-2.5977004295972965,40.398029590013834
285,-11.368817190878836,-1.0413868113373252,39.64139298481975
286,-10.336074152924684,0.29251574369199895,38.702682534722086
287,-9.273215163263016,1.395827789396073,37.64037635628585
288,-8.206310867997107,2.2758423535688337,36.50719487256558
289,-7.1580955458405136,2.9512107874221867,35.34690697756443
290,-6.147164912514244,3.4475973006660503,34.19307230357321
291,-5.187688691196215,3.7938196953112797,33.06932755055326
292,-4.289537852545465,4.018862430417912,31.990667260573804
293,-3.4586978242491266,4.149854988825186,30.965192175097332
294,-2.6978425429416952,4.2109134761818305,29.995922772886747
295,-2.0069669410293427,4.2226511951112125,29.082427683736203
296,-1.3840051274152871,4.202148648933235,28.22214906531571
297,-0.8253897497804349,4.163201716898378,27.41140047081111
298,-0.3265306031125536,4.116711459548213,26.646067151355517
299,0.11779360315352311,4.071123339856313,25.922063037895438
300,0.513126576823802,4.032859783276671,25.2356035464224
301,0.865099897469089,4.006716038335986,24.583347793871834
302,1.1792615115557787,3.996206332684716,23.96245394904144
303,1.4609559936686725,4.003857495948163,23.370580900270706
304,1.7152461438966216,4.031452696798219,22.805860005661827
305,1.9468667991867812,4.080230455791715,22.266853075769028
306,2.1602031648472746,4.151044885250249,21.75250697915597
307,2.359287336887572,4.2444929783576315,21.262111129363884
308,2.547807901034578,4.36101420747253,20.795261284600986
309,2.7291285316783735,4.500966967637638,20.35183124822152
310,2.9063123752743,4.664685653516957,19.931952921984163
311,3.082149703098566,4.852521447653118,19.536004513813726
312,3.259186877554021,5.0648692449243535,19.164606368836996
313,3.4397551142910543,5.302182542282218,18.818623752797187
314,3.6259978570901708,5.564977575884859,18.499175881223128
315,3.8198958289696394,5.853827479078766,18.207650492039644
316,4.023288993980552,6.169346754700685,17.94572325729366
317,4.2378947700525655,6.512165896767329,17.715381286081534
318,4.465321882724042,6.8828955563966545,17.51894985640894
319,4.7070792500913035,7.282079226433739,17.35912130168286
320,4.964579247725547,7.7101330274052735,17.238984640547322
321,5.23913462569352,8.167270832511168,17.162054047716655
322,5.5319482463752845,8.653412703286083,17.13229358727114
323,5.844094692066364,9.16807447057339,17.15413473723496
324,6.176492669917067,9.710236361997579,17.232482097741496
325,6.529867039125119,10.278188952342607,17.372701278932126
326,6.904699230446868,10.869355539155556,17.58058131744529
327,7.301164861317736,11.480091505355393,17.862262123913357
328,7.719057525721502,12.105463545843175,18.224115540978463
329,8.157698127733669,12.739015055424684,18.67256682141125
330,8.615829820502771,13.37252874664578,19.21384209884171
331,9.091499713117072,13.99580387170378,19.853627295714745
332,9.581930128975742,14.596473284026283,20.596625703340063
333,10.083384444480796,15.159894703478525,21.446006222621005
334,10.591035470380568,15.669160145484213,22.402743187681335
335,11.098847937890932,16.105275998390333,23.46486301159547
336,11.599490743940873,16.447571196524496,24.626633424325245
337,12.084298789199234,16.67438882826384,25.877757698220517
338,12.543307793105695,16.764103040759014,27.20266712688156
339,12.965387317871027,16.696473926762284,28.580035713320513
340,13.338495978760152,16.45430531068068,29.982663940664047
341,13.650076911952205,16.025304707576073,31.377883087777732
342,13.887599691514591,15.403968021022825,32.728605956729155
343,14.039236524465414,14.593238474552939,33.99508454658495
344,14.094636719474167,13.605641990470673,35.13732822469779
345,14.045737246573818,12.463605085818317,36.11799861728159
346,13.887524030498268,11.198736279496266,36.90545720929207
347,13.618645255398068,9.850001406735128,37.47653887563812
348,13.241780870531773,8.460925180704733,37.81860125485608
349,12.763695301549069,7.076158266178361,37.930482393441814
350,12.194941598011997,5.737900168843687,37.82218214310041
351,11.549237455095167,4.482711791153792,37.513324193827124
352,10.84258488870103,3.339168272224142,37.03068791117963
353,10.092243227053341,2.3266165866985866,36.40525505470732
354,9.315680563017866,1.4550716368563426,35.66925605813904
355,8.529619670401713,0.7260775245516506,34.853625722241276
356,7.7492654558167064,0.13422854156613118,33.98612735433803
357,6.9877617643916485,-0.3309946430604412,33.09023235089245
358,6.255886123646439,-0.6833780065641936,32.18469703775869
359,5.561959710625376,-0.9383341078003411,31.28368710020042
360,4.9119303287828044,-1.1115881202584876,30.397265679168164
361,4.309578483878675,-1.2182242590124646,29.532071493713556
362,3.756798209589561,-1.2720678398730578,28.692049256662735
363,3.2539116046432994,-1.2853460555581107,27.879138921318614
364,2.7999858386231584,-1.2685598823378188,27.093871192288486
365,2.3931312665270608,-1.2305028052188334,26.335848463434214
366,2.0307678593524714,-1.1783724464226986,25.604111623708786
367,1.7098538287749543,-1.1179337908667877,24.8974053048378
368,1.4270750668107801,-1.0537046187715202,24.214359462982486
369,1.17899709825255,-0.9891436403609464,23.553606054743966
370,0.9621830243912003,-0.9268293483658913,22.913847918466722
371,0.7732817871154911,-0.8686229629589994,22.293894179319224
372,0.609091312108042,-0.8158124562645481,21.692673431366114
373,0.466600935270783,-0.7692369535460714,21.109233097068813
374,0.3430171463890976,-0.7293922011942041,20.542730947660615
375,0.2357762116307674,-0.6965185676803702,19.99242284874181
376,0.14254673369965365,-0.6706734199529191,19.45764934768318
377,0.06122471833439638,-0.6517898439173412,18.937822675357694
378,-0.010076737890777385,-0.6397236529361919,18.43241501418542
379,-0.07304142939531885,-0.6342905168683279,17.94094841041621
380,-0.12916633814261977,-0.6352948867642892,17.462986414331816
381,-0.1797791930047867,-0.6425522124948443,16.99812736375794
382,-0.22605649495379246,-0.6559057682107463,16.545999142573322
383,-0.26904142227948785,-0.675239223398915,16.106255216361184
384,-0.3096612023914306,-0.7004859312931201,15.67857175046864
385,-0.34874367528159955,-0.7316357548494851,15.262645636946901
386,-0.3870328832383881,-0.7687401150403428,14.858193286716121
387,-0.42520360641858357,-0.811915827321978,14.464950076102209
388,-0.46387482850892303,-0.8613481894557273,14.082670369451673
389,-0.5036221646036034,-0.9172936965178976,13.711128070369664
390,-0.5449893177950329,-0.9800826856621596,13.350117682863315
391,-0.5884986545817456,-1.0501221525034765,12.999455890596044
392,-0.6346610043739187,-1.1278989312422254,12.65898368825243
393,-0.6839847970607493,-1.213983390135107,12.328569124584376
394,-0.7369846563681851,-1.309033760903483,12.008110743089492
395,-0.7941895668217149,-1.4138011933812709,11.697541834571645
396,-0.8561507294776705,-1.529135603332765,11.396835647223169
397,-0.9234492168631799,-1.6559923600221127,11.10601173558652
398,-0.9967035311790732,-1.7954398387465753,10.825143671117484
399,-1.0765771619358233,-1.9486678398640143,10.554368385494001
400,-1.1637862297286423,-2.1169968471826017,10.293897474806792
401,-1.2591072914740382,-2.30188806172061,10.044030859936578
402,-1.3633853684986954,-2.5049540978007707,9.805173277431631
403,-1.477542241428903,-2.727970162181951,9.577854167690479
404,-1.6025850335042078,-2.972885447010139,9.362751634698547
405,-1.739615074854801,-3.2418343454993663,9.160721275010262
406,-1.8898370019192574,-3.5371469347382076,8.97283081331945
407,-2.0545679952011526,-3.861357949098494,8.8004016365492
408,-2.2352469905908867,-4.217213172790133,8.645058484176888
409,-2.4334436088108116,-4.607671788825295,8.508788721797098
410,-2.65086642681226,-5.035902706066283,8.39401278387599
411,-2.8893700547376624,-5.505272211762955,8.303667497094672
412,-3.1509602704401916,-6.019319422865833,8.241304050557286
413,-3.437796185682756,-6.581714887961191,8.211202306107817
414,-3.7521880559105996,-7.196196271394681,8.218502854649119
415,-4.096588877459007,-7.8664732818488865,8.269357595500297
416,-4.473577317897996,-8.596091851224344,8.37109846246613
417,-4.8858287712306305,-9.388245019647746,8.53242198541575
418,-5.336070396072342,-10.245515097149594,8.763584308754906
419,-5.827014866180067,-11.169528629144043,9.07659662521223
420,-6.361266242476465,-12.160502870688706,9.485404142242366
421,-6.94118990529769,-13.216660578212302,10.006021995811071
422,-7.568736972589151,-14.333490157218428,10.656588252461775
423,-8.245212291052079,-15.502832472890539,11.45727673472128
424,-8.970974309235924,-16.711786800105127,12.429990803644696
425,-9.745055558322845,-17.94145045705478,13.597734482665881
426,-10.564695048196038,-19.165544728805617,14.983532544803747
427,-11.424780016256996,-20.34903937420673,16.60875303186624
428,-12.31720595205197,-21.44697388768249,18.490685934941112
429,-13.230182745615021,-22.403785946826414,20.639268920904676
430,-14.14754306573616,-23.153586260535743,23.05295023904877
431,-15.048147385216119,-23.62193639334436,25.713868486812466
432,-15.905526286028943,-23.729737468935248,28.582829130876597
433,-16.687947404319573,-23.399738053631687,31.594959984780374
434,-17.359126469250786,-22.565815641628888,34.65736369765817
435,-17.879795386488595,-21.184497301418126,37.65039580843562
436,-18.21026557798155,-19.247181303869386,40.43413002469376
437,-18.31395715057033,-16.790421391022416,42.860849389078815
438,-18.16160357461554,-13.900907587785506,44.79288398432209
439,-17.735533975932537,-10.71204149392997,46.12303480744075
440,-17.03318472773228,-7.390704083246936,46.79292497124761
441,-16.068936663283747,-4.1157634163177335,46.80398591786051
442,-14.873619338587146,-1.0530051948407562,46.21723904329626
443,-13.491557924212506,1.667087646408012,45.14139931977119
444,-11.975693367150454,3.9630585881914295,43.71271257578143
445,-10.381818171616265,5.805134280046787,42.072436495944935
446,-8.76312292644996,7.2080577065714895,40.34782637048045
447,-7.166004863147815,8.21803233309558,38.640233376497996
448,-5.627601143523475,8.898331650974749,37.02092255648002
449,-4.1750078640736525,9.317009875409838,35.53293534122912
450,-2.8258060901253037,9.53834041954764,34.19640450380146
451,-1.5893914391580093,9.618055391189383,33.014965379227625
452,-0.4686467561232699,9.601582267691672,31.981697753447182
453,0.5383761462582244,9.524226542374919,31.08385497618788
454,1.4369611858698939,9.412381537374177,30.306228340642612
455,2.234503221020322,9.285118115887869,29.63331452091686
456,2.939564710507077,9.15577046914971,29.05056906373413
457,3.56118528637134,9.03333060700118,28.545027019720706
458,4.108399818434324,8.923587878898125,28.105519939640626
459,4.589918624480704,8.830016819100537,27.722656076131354
460,5.013928443942688,8.754446511325044,27.38867583395919
461,5.387980250680924,8.69755340245761,27.097252828794687
462,5.718937565858592,8.659217707731157,26.843281879643673
463,6.012965580045849,8.638777517769997,26.622676283916757
464,6.275546773818264,8.635207743566191,26.432184968359227
465,6.511512870793057,8.6472446317681,26.269233203500185
466,6.725086046890561,8.673471288167917,26.131786765240054
467,6.919924571018297,8.712375522863242,26.018237525548624
468,7.099169666202791,8.76238823604339,25.92730767272666
469,7.265491523186851,8.821908298654458,25.857969609142064
470,7.421133200733612,8.889318252139784,25.80937875252033
471,7.567951705874229,8.962993990317425,25.78081680058154
472,7.707455934318549,9.041310763211115,25.771643409153665
473,7.840841417207805,9.122647257877968,25.781254627868865
474,7.969022001274822,9.205389091379628,25.809046809000495
475,8.092658710285303,9.287932742294215,25.854385042755478
476,8.212186113486194,9.368690710597907,25.91657547302338
477,8.327836573197365,9.446098503181267,25.994841111293947
478,8.439662766195754,9.518623873433834,26.088300994214286
479,8.547558876919561,9.584778583892527,26.19595272260232
480,8.651280847616858,9.643132801256634,26.316658576013516
481,8.750466042980836,9.69233206745741,26.449135515131864
482,8.844652645428493,9.731116616903872,26.59194946106415
483,8.933299042576031,9.758342629975793,26.743514272055826
484,9.015803401316008,9.773004831180577,26.902095820202586
485,9.091523544302465,9.774259665254137,27.06582150031087
486,9.159797156397632,9.761448126846645,27.23269537905042
487,9.219962253442533,9.734117192428826,27.400619016888538
488,9.271377747341162,9.692038720901728,27.56741777395264
489,9.313443844697218,9.635224665937418,27.730872154547278
490,9.345621926821238,9.563937490034727,27.888753468998512
491,9.367453483142587,9.478694795328483,28.038862815628047
492,9.378577614361177,9.380267391199002,28.179072132972752
493,9.37874659204496,9.269670298310471,28.307365867145023
494,9.367838962671511,9.148146529537392,28.421881664551087
495,9.345869719358099,9.017143869293834,28.520948455119342
496,9.312997134351672,8.878285266680434,28.60312034808078
497,9.269525947584548,8.733333833280176,28.667204924597474
498,9.21590673615411,8.58415376133825,28.712284772373295
499,9.152731438672525,8.432668723407117,28.737731449843004
500,9.080725167145985,8.28081945783029,28.743211465880247
501,9.000734596214416,8.130522272624685,28.728684283343224
502,8.913713363855443,7.983630111510387,28.694392766832454
503,8.820705038620938,7.841897629540494,28.64084686388741
